subslice,acc_top,acc_complement,f1_top,f1_complement,loss_top,loss_complement
350,1.0,0.95,1.0,0.9523809523809523,0.006338489707559347,0.021153805777430534
351,1.0,0.95,1.0,0.9523809523809523,0.0063113720825640485,0.02103641489520669
352,0.975,0.95,0.9743589743589743,0.9523809523809523,0.006048333190847188,0.020328839891590178
353,1.0,0.925,1.0,0.9268292682926829,0.006661917403107509,0.018222474958747625
354,1.0,0.95,1.0,0.9523809523809523,0.006130371177277993,0.02127410937100649
355,1.0,0.925,1.0,0.9268292682926829,0.006117807744885795,0.022338627837598324
356,1.0,0.95,1.0,0.9523809523809523,0.006546600969159044,0.022583020385354757
357,1.0,0.95,1.0,0.9523809523809523,0.007116564345778897,0.020993696292862296
358,1.0,0.95,1.0,0.9523809523809523,0.006481512158643454,0.02028221369255334
359,1.0,0.95,1.0,0.9523809523809523,0.005509736511157826,0.022501561092212796
360,1.0,0.95,1.0,0.9523809523809523,0.006898863735841587,0.020843520876951516
361,0.975,0.95,0.9743589743589743,0.9523809523809523,0.006315802107565105,0.022038910072296858
362,1.0,0.95,1.0,0.9523809523809523,0.006888918025651947,0.02310989482793957
363,0.975,0.95,0.9743589743589743,0.9523809523809523,0.005603791665635072,0.020029230741783977
364,0.975,0.95,0.9743589743589743,0.9523809523809523,0.006083060725359246,0.022406208096072078
365,0.975,0.95,0.9743589743589743,0.9523809523809523,0.005815962445922196,0.023657174431718886
366,0.975,0.95,0.9743589743589743,0.9523809523809523,0.007238765014335513,0.025820571463555098
367,0.975,0.95,0.9743589743589743,0.9523809523809523,0.005703717935830355,0.021798388683237135
368,0.975,0.95,0.9743589743589743,0.9523809523809523,0.0060932598426006734,0.021765086450614035
369,0.975,0.95,0.9743589743589743,0.9523809523809523,0.005854630362591706,0.02225028641987592
370,0.975,0.95,0.9743589743589743,0.9523809523809523,0.006077965110307559,0.02238795137964189
371,0.975,0.95,0.9743589743589743,0.9523809523809523,0.006315314167295583,0.021783227333799005
372,0.975,0.95,0.9743589743589743,0.9523809523809523,0.005747887029428966,0.0238789904396981
373,0.975,0.95,0.9743589743589743,0.9523809523809523,0.006117401469964534,0.022795121651142836
374,0.975,0.95,0.9743589743589743,0.9523809523809523,0.006792291271267459,0.024696357897482812
375,0.975,0.95,0.9743589743589743,0.9523809523809523,0.006119209952885285,0.023024320835247636
376,0.975,0.95,0.9743589743589743,0.9523809523809523,0.00651467866555322,0.026127635152079165
377,0.975,0.95,0.9743589743589743,0.9523809523809523,0.006115497424616478,0.02295980171766132
378,0.975,0.95,0.9743589743589743,0.9523809523809523,0.0061233616434037685,0.023258083034306765
379,0.975,0.95,0.9743589743589743,0.9523809523809523,0.005986816875520162,0.02224452723748982
380,0.975,0.95,0.9743589743589743,0.9523809523809523,0.005733178157242946,0.023407842149026692
381,1.0,0.95,1.0,0.9523809523809523,0.005234415453742258,0.023306673509068787
382,0.975,0.95,0.9743589743589743,0.9523809523809523,0.006385485641658306,0.024972970131784678
383,0.975,0.95,0.9743589743589743,0.9523809523809523,0.006136997384601273,0.023947084322571754
384,0.975,0.95,0.9743589743589743,0.9523809523809523,0.00540785223711282,0.02603767067193985
385,0.975,0.95,0.9743589743589743,0.9523809523809523,0.005273689312161878,0.02692428883165121
386,0.975,0.95,0.9743589743589743,0.9523809523809523,0.006176969036459923,0.025815106346271932
387,0.975,0.95,0.9743589743589743,0.9523809523809523,0.005916893685935065,0.027255950728431344
388,0.975,0.95,0.9743589743589743,0.9523809523809523,0.00560305206454359,0.027494384557940066
389,0.975,0.95,0.9743589743589743,0.9523809523809523,0.0058351238258183,0.026374742737971246
390,0.975,0.95,0.9743589743589743,0.9523809523809523,0.006024667120072991,0.02719837159384042
391,0.975,0.95,0.9743589743589743,0.9523809523809523,0.005814716772874817,0.026191745651885867
392,0.975,0.95,0.9743589743589743,0.9523809523809523,0.0057794506719801575,0.029748246888630092
393,1.0,0.95,1.0,0.9523809523809523,0.0052775442018173635,0.02751297107897699
394,0.975,0.95,0.9743589743589743,0.9523809523809523,0.005997451953589916,0.02736915135756135
395,0.975,0.95,0.9743589743589743,0.9523809523809523,0.0058484120381763205,0.029273117426782846
396,0.975,0.95,0.9743589743589743,0.9523809523809523,0.005594368281890638,0.027624440612271428
397,0.975,0.95,0.9743589743589743,0.9523809523809523,0.005184912035474554,0.02832192345522344
398,0.975,0.95,0.9743589743589743,0.9523809523809523,0.0062006339721847326,0.027896935353055596
399,0.975,0.95,0.9743589743589743,0.9523809523809523,0.006027824245393276,0.02818761218804866
400,0.975,0.925,0.9743589743589743,0.9302325581395349,0.005781224084785208,0.030196284176781774
